Runtime,Bytes Transmitted,Instant Frame Time (ms),Instant FPS,Avg Frame Time (ms),Avg FPS,Temperature (C),Framesize,Voltage
6964,6767,17,58.82,17,58.82,56.11,320x240,3v2
6991,7448,26,38.46,21,47.62,56.11,320x240,3v2
7018,8309,26,38.46,23,43.48,56.11,320x240,3v2
7041,7780,23,43.48,23,43.48,57.78,320x240,3v2
7074,8541,33,30.30,25,40.00,55.56,320x240,3v2
7102,8355,28,35.71,25,40.00,56.11,320x240,3v2
7137,7743,35,28.57,26,38.46,56.11,320x240,3v2
7162,7852,24,41.67,26,38.46,56.11,320x240,3v2
7188,7852,25,40.00,26,38.46,56.11,320x240,3v2
7210,8358,22,45.45,25,40.00,56.11,320x240,3v2
7240,7918,29,34.48,26,38.46,56.11,320x240,3v2
7265,8568,25,40.00,26,38.46,56.11,320x240,3v2
7292,7940,26,38.46,26,38.46,56.11,320x240,3v2
7314,8127,22,45.45,25,40.00,56.11,320x240,3v2
7345,8127,31,32.26,26,38.46,56.11,320x240,3v2
7368,8127,22,45.45,25,40.00,56.11,320x240,3v2
7395,8127,26,38.46,25,40.00,56.11,320x240,3v2
7420,8813,25,40.00,25,40.00,56.11,320x240,3v2
7444,8439,23,43.48,25,40.00,56.11,320x240,3v2
7466,8438,22,45.45,25,40.00,57.78,320x240,3v2
7494,8793,27,37.04,26,38.46,56.11,320x240,3v2
7518,7428,24,41.67,25,40.00,56.11,320x240,3v2
7553,8061,34,29.41,26,38.46,55.00,320x240,3v2
7579,8342,26,38.46,26,38.46,56.11,320x240,3v2
7612,8083,33,30.30,26,38.46,56.67,320x240,3v2
7644,8815,32,31.25,26,38.46,56.67,320x240,3v2
7671,7528,26,38.46,26,38.46,56.67,320x240,3v2
7700,7528,29,34.48,26,38.46,56.11,320x240,3v2
7723,7570,22,45.45,26,38.46,57.22,320x240,3v2
7750,7954,27,37.04,26,38.46,56.67,320x240,3v2
7777,8539,27,37.04,26,38.46,56.67,320x240,3v2
7807,9174,29,34.48,26,38.46,56.11,320x240,3v2
7830,8600,23,43.48,26,38.46,56.11,320x240,3v2
7857,7574,27,37.04,26,38.46,56.11,320x240,3v2
7883,8613,25,40.00,26,38.46,56.67,320x240,3v2
7906,7442,23,43.48,26,38.46,56.67,320x240,3v2
7933,8199,26,38.46,26,38.46,56.67,320x240,3v2
7963,7580,30,33.33,26,38.46,56.67,320x240,3v2
7986,7580,23,43.48,26,38.46,56.67,320x240,3v2
8009,8018,23,43.48,26,38.46,56.67,320x240,3v2
8039,8304,29,34.48,26,38.46,56.67,320x240,3v2
8068,9053,29,34.48,27,37.04,56.67,320x240,3v2
8090,7680,22,45.45,26,38.46,56.67,320x240,3v2
8114,7765,23,43.48,26,38.46,56.11,320x240,3v2
8136,8813,22,45.45,25,40.00,56.11,320x240,3v2
8167,7916,30,33.33,25,40.00,56.67,320x240,3v2
8191,8560,24,41.67,25,40.00,56.67,320x240,3v2
8221,7994,29,34.48,25,40.00,56.67,320x240,3v2
8250,9349,28,35.71,25,40.00,56.67,320x240,3v2
8276,7854,26,38.46,25,40.00,56.67,320x240,3v2
8310,7854,33,30.30,26,38.46,56.11,320x240,3v2
8338,7854,28,35.71,26,38.46,56.67,320x240,3v2
8369,7854,31,32.26,26,38.46,56.67,320x240,3v2
8391,7854,21,47.62,26,38.46,56.67,320x240,3v2
8419,7883,27,37.04,26,38.46,56.67,320x240,3v2
