Runtime,Bytes Transmitted,Instant Frame Time (ms),Instant FPS,Avg Frame Time (ms),Avg FPS,Temperature (C),Framesize,Voltage
31222,6645,11001,0.09,574,1.74,60.56,320x240,2v98
31246,7871,23,43.48,574,1.74,60.56,320x240,2v98
31273,7110,26,38.46,575,1.74,60.56,320x240,2v98
31298,7871,25,40.00,575,1.74,60.56,320x240,2v98
31330,7871,31,32.26,575,1.74,61.11,320x240,2v98
31351,7871,21,47.62,575,1.74,60.56,320x240,2v98
31380,7087,28,35.71,574,1.74,60.56,320x240,2v98
31408,7871,27,37.04,574,1.74,60.56,320x240,2v98
31433,7881,25,40.00,574,1.74,60.56,320x240,2v98
31457,7881,24,41.67,574,1.74,60.56,320x240,2v98
31487,6922,30,33.33,574,1.74,60.56,320x240,2v98
31510,6996,22,45.45,574,1.74,60.56,320x240,2v98
31542,7881,32,31.25,574,1.74,61.11,320x240,2v98
31564,6827,22,45.45,574,1.74,61.11,320x240,2v98
31591,7881,26,38.46,574,1.74,61.11,320x240,2v98
31614,7881,23,43.48,574,1.74,61.11,320x240,2v98
31641,8208,26,38.46,574,1.74,61.11,320x240,2v98
31664,7452,23,43.48,574,1.74,61.11,320x240,2v98
31692,8415,27,37.04,574,1.74,61.11,320x240,2v98
31719,7357,26,38.46,574,1.74,61.11,320x240,2v98
31741,7825,22,45.45,25,40.00,61.11,320x240,2v98
31766,7840,24,41.67,25,40.00,61.11,320x240,2v98
31792,8343,26,38.46,25,40.00,61.11,320x240,2v98
31818,7406,25,40.00,25,40.00,61.11,320x240,2v98
31847,7580,28,35.71,25,40.00,60.56,320x240,2v98
31871,6683,23,43.48,25,40.00,61.11,320x240,2v98
31897,7580,26,38.46,25,40.00,61.11,320x240,2v98
31922,7636,24,41.67,25,40.00,61.11,320x240,2v98
31946,7636,23,43.48,25,40.00,61.11,320x240,2v98
31966,7636,20,50.00,24,41.67,61.11,320x240,2v98
31996,6896,29,34.48,24,41.67,61.11,320x240,2v98
32022,7741,26,38.46,25,40.00,61.11,320x240,2v98
32051,7101,28,35.71,24,41.67,61.11,320x240,2v98
32073,7149,21,47.62,24,41.67,61.11,320x240,2v98
32100,7741,26,38.46,24,41.67,61.11,320x240,2v98
32125,8085,25,40.00,24,41.67,61.11,320x240,2v98
32154,8085,29,34.48,25,40.00,61.11,320x240,2v98
32175,8085,21,47.62,24,41.67,61.67,320x240,2v98
32208,8085,32,31.25,25,40.00,61.11,320x240,2v98
32230,8193,21,47.62,24,41.67,61.11,320x240,2v98
32258,6983,28,35.71,25,40.00,61.11,320x240,2v98
32281,7722,22,45.45,25,40.00,61.11,320x240,2v98
32304,7722,23,43.48,25,40.00,61.67,320x240,2v98
33549,7855,1245,0.80,86,11.63,60.56,320x240,2v98
33574,8097,25,40.00,85,11.76,61.11,320x240,2v98
33596,8097,21,47.62,85,11.76,61.11,320x240,2v98
33623,8097,27,37.04,85,11.76,61.11,320x240,2v98
33646,8097,22,45.45,85,11.76,61.11,320x240,2v98
33670,8097,23,43.48,85,11.76,61.11,320x240,2v98
33699,6593,29,34.48,86,11.63,61.11,320x240,2v98
33724,8097,24,41.67,85,11.76,61.11,320x240,2v98
33746,8097,22,45.45,85,11.76,61.11,320x240,2v98
33768,8097,21,47.62,85,11.76,61.11,320x240,2v98
33799,6943,31,32.26,85,11.76,61.11,320x240,2v98
33828,8097,29,34.48,86,11.63,61.11,320x240,2v98
33851,8097,22,45.45,85,11.76,61.11,320x240,2v98
33878,8097,26,38.46,85,11.76,61.11,320x240,2v98
33906,8097,27,37.04,86,11.63,61.11,320x240,2v98
33943,8862,36,27.78,86,11.63,61.11,320x240,2v98
33994,8682,51,19.61,87,11.49,61.11,320x240,2v98
34019,7330,24,41.67,87,11.49,61.11,320x240,2v98
34044,6963,25,40.00,87,11.49,61.11,320x240,2v98
34069,6994,25,40.00,87,11.49,61.11,320x240,2v98
34097,7330,27,37.04,26,38.46,61.11,320x240,2v98
34124,8984,26,38.46,26,38.46,61.11,320x240,2v98
34146,7753,22,45.45,26,38.46,61.67,320x240,2v98
34174,7753,27,37.04,26,38.46,61.67,320x240,2v98
34201,8963,27,37.04,27,37.04,61.11,320x240,2v98
34226,8658,24,41.67,27,37.04,61.11,320x240,2v98
34255,7444,29,34.48,27,37.04,61.67,320x240,2v98
34281,7539,26,38.46,27,37.04,61.67,320x240,2v98
34304,7108,22,45.45,27,37.04,61.11,320x240,2v98
34328,7539,23,43.48,27,37.04,61.11,320x240,2v98
34354,7001,26,38.46,27,37.04,61.67,320x240,2v98
34377,7844,23,43.48,26,38.46,61.11,320x240,2v98
34408,7844,30,33.33,27,37.04,61.11,320x240,2v98
34433,8572,24,41.67,27,37.04,61.11,320x240,2v98
34456,7224,22,45.45,26,38.46,61.11,320x240,2v98
34480,7820,24,41.67,26,38.46,61.11,320x240,2v98
34505,7129,24,41.67,25,40.00,61.11,320x240,2v98
34526,8089,21,47.62,24,41.67,61.11,320x240,2v98
34556,7141,29,34.48,25,40.00,61.11,320x240,2v98
34583,8089,26,38.46,25,40.00,61.11,320x240,2v98
34608,8089,25,40.00,25,40.00,61.67,320x240,2v98
34629,8089,21,47.62,24,41.67,61.11,320x240,2v98
34662,8089,32,31.25,25,40.00,61.11,320x240,2v98
34685,8089,23,43.48,25,40.00,61.11,320x240,2v98
34710,8089,25,40.00,24,41.67,61.11,320x240,2v98
34736,8089,25,40.00,25,40.00,61.11,320x240,2v98
34772,8089,35,28.57,25,40.00,61.67,320x240,2v98
34794,8302,22,45.45,25,40.00,61.11,320x240,2v98
34816,7388,21,47.62,25,40.00,61.67,320x240,2v98
34841,7673,25,40.00,25,40.00,61.11,320x240,2v98
34863,7673,21,47.62,24,41.67,61.11,320x240,2v98
34891,7673,27,37.04,25,40.00,61.11,320x240,2v98
34928,8129,37,27.03,25,40.00,61.11,320x240,2v98
34954,6805,26,38.46,25,40.00,61.67,320x240,2v98
34979,6993,24,41.67,25,40.00,61.11,320x240,2v98
35012,8129,33,30.30,26,38.46,61.67,320x240,2v98
35036,7122,24,41.67,26,38.46,61.67,320x240,2v98
35062,8129,25,40.00,26,38.46,61.11,320x240,2v98
35087,8129,24,41.67,26,38.46,61.11,320x240,2v98
35117,8129,29,34.48,26,38.46,61.11,320x240,2v98
35144,8129,27,37.04,26,38.46,61.67,320x240,2v98
35171,7004,26,38.46,26,38.46,61.67,320x240,2v98
35197,7004,26,38.46,26,38.46,61.11,320x240,2v98
35224,7004,26,38.46,26,38.46,61.11,320x240,2v98
35246,8129,21,47.62,26,38.46,61.11,320x240,2v98
35271,8129,24,41.67,26,38.46,61.11,320x240,2v98
35299,8129,28,35.71,25,40.00,61.11,320x240,2v98
35335,8129,35,28.57,26,38.46,61.67,320x240,2v98
35362,8321,27,37.04,26,38.46,61.11,320x240,2v98
35384,7434,21,47.62,26,38.46,61.11,320x240,2v98
35409,7434,24,41.67,26,38.46,61.11,320x240,2v98
35432,7434,22,45.45,26,38.46,61.11,320x240,2v98
35454,7965,22,45.45,25,40.00,61.11,320x240,2v98
35478,7965,24,41.67,25,40.00,61.11,320x240,2v98
35506,7965,27,37.04,25,40.00,61.11,320x240,2v98
35534,8388,28,35.71,25,40.00,61.67,320x240,2v98
35556,7722,22,45.45,25,40.00,61.11,320x240,2v98
35581,6755,24,41.67,25,40.00,61.67,320x240,2v98
35606,7722,25,40.00,25,40.00,61.67,320x240,2v98
35636,7722,29,34.48,25,40.00,61.67,320x240,2v98
35671,7962,35,28.57,25,40.00,61.11,320x240,2v98
35693,6622,21,47.62,25,40.00,61.11,320x240,2v98
35715,7962,22,45.45,25,40.00,61.67,320x240,2v98
35740,7962,24,41.67,25,40.00,61.11,320x240,2v98
35763,7962,22,45.45,25,40.00,61.11,320x240,2v98
35787,7951,24,41.67,25,40.00,61.11,320x240,2v98
35812,7951,24,41.67,25,40.00,61.67,320x240,2v98
35840,7951,27,37.04,24,41.67,61.11,320x240,2v98
35862,7951,22,45.45,24,41.67,61.11,320x240,2v98
35887,8401,25,40.00,24,41.67,61.67,320x240,2v98
35913,6860,25,40.00,24,41.67,61.11,320x240,2v98
35938,7494,24,41.67,24,41.67,61.67,320x240,2v98
35960,7617,22,45.45,24,41.67,61.67,320x240,2v98
35986,7750,26,38.46,24,41.67,61.11,320x240,2v98
36011,7750,24,41.67,24,41.67,61.67,320x240,2v98
36042,7860,30,33.33,24,41.67,61.11,320x240,2v98
36065,6937,22,45.45,24,41.67,61.67,320x240,2v98
36094,7860,29,34.48,25,40.00,61.11,320x240,2v98
36119,7051,25,40.00,25,40.00,61.67,320x240,2v98
36145,8182,25,40.00,24,41.67,61.11,320x240,2v98
36168,8182,22,45.45,24,41.67,61.11,320x240,2v98
36194,8182,26,38.46,24,41.67,61.11,320x240,2v98
36220,7167,26,38.46,24,41.67,61.67,320x240,2v98
36250,8182,30,33.33,25,40.00,61.67,320x240,2v98
36274,8182,23,43.48,25,40.00,61.67,320x240,2v98
36298,8182,24,41.67,25,40.00,61.67,320x240,2v98
36326,8182,28,35.71,25,40.00,61.11,320x240,2v98
36352,8182,25,40.00,25,40.00,61.67,320x240,2v98
36374,8182,22,45.45,25,40.00,61.67,320x240,2v98
36399,8182,25,40.00,25,40.00,61.11,320x240,2v98
36427,8182,27,37.04,25,40.00,61.67,320x240,2v98
36451,8182,24,41.67,25,40.00,61.11,320x240,2v98
36475,8182,24,41.67,25,40.00,61.67,320x240,2v98
36502,8182,26,38.46,25,40.00,61.11,320x240,2v98
36528,8182,25,40.00,25,40.00,61.67,320x240,2v98
36556,8182,27,37.04,25,40.00,61.67,320x240,2v98
36582,7116,26,38.46,25,40.00,61.67,320x240,2v98
36605,8182,23,43.48,25,40.00,61.67,320x240,2v98
36629,7144,23,43.48,25,40.00,61.67,320x240,2v98
36661,8182,31,32.26,25,40.00,61.67,320x240,2v98
36685,8182,24,41.67,25,40.00,61.11,320x240,2v98
36713,8182,27,37.04,25,40.00,62.22,320x240,2v98
36741,8632,28,35.71,25,40.00,61.67,320x240,2v98
36770,7790,28,35.71,25,40.00,61.67,320x240,2v98
36797,7835,27,37.04,25,40.00,61.67,320x240,2v98
36820,7835,22,45.45,25,40.00,61.67,320x240,2v98
36849,8656,29,34.48,25,40.00,61.11,320x240,2v98
36872,6890,23,43.48,25,40.00,61.67,320x240,2v98
36897,6921,24,41.67,25,40.00,61.67,320x240,2v98
36919,7038,22,45.45,25,40.00,61.67,320x240,2v98
36959,7879,39,25.64,26,38.46,61.67,320x240,2v98
36981,7081,21,47.62,25,40.00,61.67,320x240,2v98
37007,8105,26,38.46,26,38.46,61.11,320x240,2v98
37031,8105,23,43.48,25,40.00,61.67,320x240,2v98
37061,8105,30,33.33,26,38.46,61.67,320x240,2v98
37083,8101,21,47.62,25,40.00,61.67,320x240,2v98
37110,8487,26,38.46,25,40.00,61.11,320x240,2v98
37135,7966,25,40.00,25,40.00,61.67,320x240,2v98
37165,7966,29,34.48,26,38.46,62.22,320x240,2v98
37195,7966,29,34.48,26,38.46,61.67,320x240,2v98
37220,7966,24,41.67,26,38.46,61.67,320x240,2v98
37244,8128,24,41.67,26,38.46,61.67,320x240,2v98
37271,8128,26,38.46,25,40.00,61.67,320x240,2v98
37294,8128,23,43.48,25,40.00,61.67,320x240,2v98
37321,6970,26,38.46,25,40.00,61.67,320x240,2v98
37347,8128,26,38.46,25,40.00,61.67,320x240,2v98
37375,7159,27,37.04,25,40.00,61.67,320x240,2v98
37397,7159,21,47.62,25,40.00,61.67,320x240,2v98
37428,8128,30,33.33,25,40.00,61.67,320x240,2v98
37450,8128,22,45.45,25,40.00,61.67,320x240,2v98
37491,7101,40,25.00,25,40.00,61.67,320x240,2v98
37521,7101,29,34.48,26,38.46,61.67,320x240,2v98
37545,8128,24,41.67,26,38.46,61.67,320x240,2v98
37574,8128,29,34.48,26,38.46,61.67,320x240,2v98
37598,7051,23,43.48,26,38.46,61.11,320x240,2v98
37624,7051,25,40.00,26,38.46,61.67,320x240,2v98
37649,7051,25,40.00,26,38.46,61.67,320x240,2v98
37679,8128,29,34.48,26,38.46,61.67,320x240,2v98
37702,8128,22,45.45,26,38.46,61.67,320x240,2v98
37726,8181,24,41.67,25,40.00,61.67,320x240,2v98
37749,8181,23,43.48,25,40.00,61.11,320x240,2v98
37780,8181,31,32.26,26,38.46,61.67,320x240,2v98
37803,7035,23,43.48,26,38.46,62.22,320x240,2v98
37831,8181,27,37.04,26,38.46,62.22,320x240,2v98
37858,6569,26,38.46,26,38.46,61.67,320x240,2v98
37886,6683,28,35.71,26,38.46,61.67,320x240,2v98
37908,8181,21,47.62,26,38.46,61.67,320x240,2v98
37934,7064,26,38.46,26,38.46,61.67,320x240,2v98
37973,8181,38,26.32,26,38.46,61.67,320x240,2v98
37999,7037,26,38.46,26,38.46,61.67,320x240,2v98
38025,8181,25,40.00,26,38.46,61.67,320x240,2v98
38051,8181,25,40.00,26,38.46,61.67,320x240,2v98
38075,8181,24,41.67,26,38.46,62.22,320x240,2v98
38101,8181,25,40.00,25,40.00,62.22,320x240,2v98
38126,8181,24,41.67,25,40.00,61.67,320x240,2v98
38148,6925,22,45.45,25,40.00,62.22,320x240,2v98
38173,6925,25,40.00,25,40.00,61.67,320x240,2v98
38201,8181,27,37.04,25,40.00,61.67,320x240,2v98
38246,8591,44,22.73,26,38.46,61.67,320x240,2v98
38269,6759,22,45.45,26,38.46,61.67,320x240,2v98
38294,6759,24,41.67,26,38.46,61.67,320x240,2v98
38315,6833,21,47.62,26,38.46,61.67,320x240,2v98
38341,6984,26,38.46,26,38.46,62.22,320x240,2v98
38367,8853,25,40.00,26,38.46,61.11,320x240,2v98
38397,6542,30,33.33,26,38.46,61.67,320x240,2v98
38418,7308,21,47.62,26,38.46,61.67,320x240,2v98
38445,7524,26,38.46,26,38.46,61.11,320x240,2v98
38468,7039,23,43.48,26,38.46,61.11,320x240,2v98
38500,7524,32,31.25,25,40.00,61.67,320x240,2v98
38522,7524,22,45.45,25,40.00,61.67,320x240,2v98
38548,8318,25,40.00,25,40.00,61.67,320x240,2v98
38575,6832,27,37.04,25,40.00,61.67,320x240,2v98
38601,6832,25,40.00,25,40.00,61.67,320x240,2v98
38622,6917,21,47.62,25,40.00,61.67,320x240,2v98
38652,7517,30,33.33,25,40.00,61.67,320x240,2v98
38677,6491,25,40.00,26,38.46,61.67,320x240,2v98
38704,7130,26,38.46,26,38.46,61.67,320x240,2v98
38725,7130,21,47.62,25,40.00,61.67,320x240,2v98
38757,7517,31,32.26,25,40.00,62.22,320x240,2v98
38780,7782,23,43.48,25,40.00,61.67,320x240,2v98
38806,7017,26,38.46,25,40.00,62.22,320x240,2v98
38830,7897,23,43.48,25,40.00,62.22,320x240,2v98
38857,7897,26,38.46,25,40.00,61.67,320x240,2v98
38884,7897,27,37.04,25,40.00,61.67,320x240,2v98
38909,7897,25,40.00,25,40.00,61.67,320x240,2v98
38935,7004,25,40.00,25,40.00,61.67,320x240,2v98
38963,7897,28,35.71,25,40.00,61.67,320x240,2v98
38986,7897,22,45.45,25,40.00,61.67,320x240,2v98
39020,7897,34,29.41,25,40.00,61.67,320x240,2v98
39046,6954,25,40.00,25,40.00,61.67,320x240,2v98
39069,7897,23,43.48,25,40.00,61.67,320x240,2v98
39093,7897,23,43.48,25,40.00,61.67,320x240,2v98
39119,7897,25,40.00,25,40.00,61.67,320x240,2v98
39142,8328,22,45.45,25,40.00,61.67,320x240,2v98
39167,8212,25,40.00,25,40.00,61.67,320x240,2v98
39191,7844,23,43.48,25,40.00,61.67,320x240,2v98
39215,6973,23,43.48,25,40.00,61.67,320x240,2v98
39237,7001,22,45.45,25,40.00,61.67,320x240,2v98
39268,7954,31,32.26,25,40.00,61.67,320x240,2v98
39292,6715,23,43.48,25,40.00,61.67,320x240,2v98
39319,7084,27,37.04,25,40.00,62.22,320x240,2v98
39342,8193,22,45.45,25,40.00,61.67,320x240,2v98
39376,7591,33,30.30,25,40.00,61.67,320x240,2v98
39400,7591,24,41.67,25,40.00,61.67,320x240,2v98
39424,7764,23,43.48,25,40.00,61.67,320x240,2v98
39446,7764,22,45.45,25,40.00,61.67,320x240,2v98
39474,7123,27,37.04,24,41.67,61.67,320x240,2v98
39518,7123,44,22.73,26,38.46,61.67,320x240,2v98
39541,7123,22,45.45,25,40.00,61.67,320x240,2v98
39569,7764,28,35.71,25,40.00,61.67,320x240,2v98
39595,7837,25,40.00,25,40.00,61.67,320x240,2v98
39621,6753,26,38.46,25,40.00,61.67,320x240,2v98
39645,8019,23,43.48,25,40.00,61.67,320x240,2v98
39671,6732,25,40.00,25,40.00,61.67,320x240,2v98
39698,8019,26,38.46,25,40.00,61.67,320x240,2v98
39727,8019,29,34.48,26,38.46,62.22,320x240,2v98
39750,8019,22,45.45,26,38.46,61.67,320x240,2v98
39778,7085,28,35.71,26,38.46,61.67,320x240,2v98
39804,8019,25,40.00,26,38.46,61.67,320x240,2v98
39830,8019,26,38.46,26,38.46,62.22,320x240,2v98
39853,8019,23,43.48,26,38.46,61.67,320x240,2v98
39880,8019,26,38.46,26,38.46,61.67,320x240,2v98
39908,8019,27,37.04,26,38.46,61.67,320x240,2v98
39936,8019,28,35.71,26,38.46,61.67,320x240,2v98
39959,8019,23,43.48,26,38.46,61.67,320x240,2v98
39985,7091,25,40.00,26,38.46,61.67,320x240,2v98
40009,7091,24,41.67,26,38.46,61.67,320x240,2v98
40035,8020,26,38.46,25,40.00,61.67,320x240,2v98
40058,8020,22,45.45,25,40.00,61.67,320x240,2v98
40087,8020,28,35.71,25,40.00,61.67,320x240,2v98
40112,8020,25,40.00,25,40.00,62.22,320x240,2v98
40140,8020,27,37.04,25,40.00,61.67,320x240,2v98
40165,8020,24,41.67,25,40.00,62.22,320x240,2v98
40187,8020,22,45.45,25,40.00,61.67,320x240,2v98
40213,6794,26,38.46,25,40.00,61.67,320x240,2v98
40241,8020,28,35.71,25,40.00,61.67,320x240,2v98
40267,8020,25,40.00,25,40.00,62.22,320x240,2v98
40290,8020,23,43.48,25,40.00,61.67,320x240,2v98
40318,8020,27,37.04,25,40.00,61.67,320x240,2v98
40346,8419,28,35.71,25,40.00,61.67,320x240,2v98
40370,7566,23,43.48,25,40.00,61.67,320x240,2v98
40397,8960,26,38.46,25,40.00,61.67,320x240,2v98
40422,8191,25,40.00,25,40.00,61.67,320x240,2v98
40448,8191,26,38.46,25,40.00,62.22,320x240,2v98
40477,8191,28,35.71,25,40.00,61.67,320x240,2v98
40503,8191,25,40.00,25,40.00,61.67,320x240,2v98
40527,8928,24,41.67,25,40.00,61.67,320x240,2v98
40559,6892,31,32.26,25,40.00,61.67,320x240,2v98
40585,7340,26,38.46,25,40.00,61.67,320x240,2v98
40609,7340,24,41.67,25,40.00,62.22,320x240,2v98
40633,7340,23,43.48,25,40.00,61.67,320x240,2v98
