1738627848115,[ 44304][I][app_httpd.cpp:104] enable_led(): Set LED intensity to 0
1738627848581,[ 44765][I][app_httpd.cpp:291] stream_handler(): MJPG: 65548B 21706ms (0.05fps), AVG: 3899ms (0.26fps), Temperature: 60.56
1738627848997,[ 45182][I][app_httpd.cpp:291] stream_handler(): MJPG: 68519B 416ms (2.40fps), AVG: 3402ms (0.29fps), Temperature: 60.56
1738627849448,[ 45633][I][app_httpd.cpp:291] stream_handler(): MJPG: 67077B 451ms (2.22fps), AVG: 3033ms (0.33fps), Temperature: 60.56
1738627849844,[ 46029][I][app_httpd.cpp:291] stream_handler(): MJPG: 65837B 396ms (2.53fps), AVG: 2740ms (0.36fps), Temperature: 60.56
1738627850256,[ 46441][I][app_httpd.cpp:291] stream_handler(): MJPG: 68808B 411ms (2.43fps), AVG: 2507ms (0.40fps), Temperature: 60.56
1738627850588,[ 46773][I][app_httpd.cpp:291] stream_handler(): MJPG: 65718B 332ms (3.01fps), AVG: 2309ms (0.43fps), Temperature: 60.56
1738627850958,[ 47143][I][app_httpd.cpp:291] stream_handler(): MJPG: 65542B 369ms (2.71fps), AVG: 2147ms (0.47fps), Temperature: 60.56
1738627851300,[ 47484][I][app_httpd.cpp:291] stream_handler(): MJPG: 66646B 341ms (2.93fps), AVG: 2008ms (0.50fps), Temperature: 60.56
1738627851606,[ 47791][I][app_httpd.cpp:291] stream_handler(): MJPG: 73689B 306ms (3.27fps), AVG: 1887ms (0.53fps), Temperature: 61.11
1738627851944,[ 48129][I][app_httpd.cpp:291] stream_handler(): MJPG: 66099B 338ms (2.96fps), AVG: 1783ms (0.56fps), Temperature: 60.56
1738627852444,[ 48629][I][app_httpd.cpp:291] stream_handler(): MJPG: 68458B 500ms (2.00fps), AVG: 1703ms (0.59fps), Temperature: 61.11
1738627852840,[ 49025][I][app_httpd.cpp:291] stream_handler(): MJPG: 67391B 395ms (2.53fps), AVG: 1626ms (0.62fps), Temperature: 61.11
1738627853160,[ 49345][I][app_httpd.cpp:291] stream_handler(): MJPG: 66233B 319ms (3.13fps), AVG: 1554ms (0.64fps), Temperature: 61.11
1738627853621,[ 49806][I][app_httpd.cpp:291] stream_handler(): MJPG: 68212B 460ms (2.17fps), AVG: 1496ms (0.67fps), Temperature: 60.56
1738627854073,[ 50257][I][app_httpd.cpp:291] stream_handler(): MJPG: 72068B 451ms (2.22fps), AVG: 1444ms (0.69fps), Temperature: 61.11
1738627854420,[ 50604][I][app_httpd.cpp:291] stream_handler(): MJPG: 69204B 347ms (2.88fps), AVG: 1446ms (0.69fps), Temperature: 61.11
1738627854834,[ 51018][I][app_httpd.cpp:291] stream_handler(): MJPG: 69331B 413ms (2.42fps), AVG: 1447ms (0.69fps), Temperature: 61.11
1738627855121,[ 51305][I][app_httpd.cpp:291] stream_handler(): MJPG: 67154B 287ms (3.48fps), AVG: 1445ms (0.69fps), Temperature: 61.11
1738627855425,[ 51609][I][app_httpd.cpp:291] stream_handler(): MJPG: 68151B 303ms (3.30fps), AVG: 1443ms (0.69fps), Temperature: 61.11
1738627855703,[ 51887][I][app_httpd.cpp:291] stream_handler(): MJPG: 67440B 278ms (3.60fps), AVG: 1440ms (0.69fps), Temperature: 61.11
1738627856020,[ 52205][I][app_httpd.cpp:291] stream_handler(): MJPG: 68337B 317ms (3.15fps), AVG: 371ms (2.70fps), Temperature: 61.11
1738627856320,[ 52505][I][app_httpd.cpp:291] stream_handler(): MJPG: 67682B 299ms (3.34fps), AVG: 365ms (2.74fps), Temperature: 60.56
1738627856680,[ 52865][I][app_httpd.cpp:291] stream_handler(): MJPG: 68559B 360ms (2.78fps), AVG: 361ms (2.77fps), Temperature: 61.11
1738627857007,[ 53192][I][app_httpd.cpp:291] stream_handler(): MJPG: 67664B 326ms (3.07fps), AVG: 357ms (2.80fps), Temperature: 61.11
1738627857368,[ 53552][I][app_httpd.cpp:291] stream_handler(): MJPG: 67159B 360ms (2.78fps), AVG: 355ms (2.82fps), Temperature: 61.11
1738627857648,[ 53832][I][app_httpd.cpp:291] stream_handler(): MJPG: 67115B 280ms (3.57fps), AVG: 352ms (2.84fps), Temperature: 61.67
1738627858048,[ 54233][I][app_httpd.cpp:291] stream_handler(): MJPG: 69507B 400ms (2.50fps), AVG: 354ms (2.82fps), Temperature: 61.11
1738627858365,[ 54549][I][app_httpd.cpp:291] stream_handler(): MJPG: 66708B 316ms (3.16fps), AVG: 352ms (2.84fps), Temperature: 61.11
1738627858794,[ 54978][I][app_httpd.cpp:291] stream_handler(): MJPG: 67491B 429ms (2.33fps), AVG: 358ms (2.79fps), Temperature: 61.67
1738627859216,[ 55401][I][app_httpd.cpp:291] stream_handler(): MJPG: 66461B 422ms (2.37fps), AVG: 363ms (2.75fps), Temperature: 61.67
1738627859612,[ 55796][I][app_httpd.cpp:291] stream_handler(): MJPG: 65712B 395ms (2.53fps), AVG: 357ms (2.80fps), Temperature: 61.11
1738627859920,[ 56105][I][app_httpd.cpp:291] stream_handler(): MJPG: 70314B 308ms (3.25fps), AVG: 353ms (2.83fps), Temperature: 62.22
1738627860329,[ 56514][I][app_httpd.cpp:291] stream_handler(): MJPG: 68774B 409ms (2.44fps), AVG: 358ms (2.79fps), Temperature: 61.67
1738627861027,[ 57211][I][app_httpd.cpp:291] stream_handler(): MJPG: 69562B 697ms (1.43fps), AVG: 369ms (2.71fps), Temperature: 61.67
1738627861456,[ 57640][I][app_httpd.cpp:291] stream_handler(): MJPG: 69089B 428ms (2.34fps), AVG: 368ms (2.72fps), Temperature: 61.67
1738627861864,[ 58049][I][app_httpd.cpp:291] stream_handler(): MJPG: 68083B 408ms (2.45fps), AVG: 371ms (2.70fps), Temperature: 61.67
1738627862188,[ 58372][I][app_httpd.cpp:291] stream_handler(): MJPG: 65916B 323ms (3.10fps), AVG: 367ms (2.72fps), Temperature: 61.67
1738627862549,[ 58734][I][app_httpd.cpp:291] stream_handler(): MJPG: 68763B 361ms (2.77fps), AVG: 370ms (2.70fps), Temperature: 61.67
