Runtime,Bytes Transmitted,Instant Frame Time (ms),Instant FPS,Avg Frame Time (ms),Avg FPS,Temperature (C),Framesize,Voltage
33435,16018,72,13.89,72,13.89,61.11,640x480,Unknown
33495,16418,60,16.67,66,15.15,60.56,640x480,Unknown
33589,16539,93,10.75,75,13.33,60.56,640x480,Unknown
33665,16648,76,13.16,75,13.33,60.56,640x480,Unknown
33783,15906,118,8.47,83,12.05,60.56,640x480,Unknown
33908,15939,125,8.00,90,11.11,60.56,640x480,Unknown
33969,15897,60,16.67,86,11.63,60.56,640x480,Unknown
34047,16857,78,12.82,85,11.76,60.56,640x480,Unknown
34110,16327,63,15.87,82,12.20,61.11,640x480,Unknown
34175,16499,64,15.62,80,12.50,60.56,640x480,Unknown
34224,16597,49,20.41,78,12.82,60.56,640x480,Unknown
34310,16579,86,11.63,78,12.82,61.11,640x480,Unknown
34440,16104,129,7.75,82,12.20,60.56,640x480,Unknown
34507,15870,67,14.93,81,12.35,61.11,640x480,Unknown
34575,16081,68,14.71,80,12.50,61.11,640x480,Unknown
34664,16187,88,11.36,81,12.35,61.11,640x480,Unknown
34728,16120,64,15.62,80,12.50,61.11,640x480,Unknown
34784,16523,55,18.18,78,12.82,60.56,640x480,Unknown
34848,16791,63,15.87,77,12.99,61.11,640x480,Unknown
34916,16536,67,14.93,77,12.99,60.56,640x480,Unknown
34984,16502,68,14.71,77,12.99,61.11,640x480,Unknown
35136,16243,152,6.58,81,12.35,60.56,640x480,Unknown
35187,16055,51,19.61,79,12.66,61.11,640x480,Unknown
35257,16835,69,14.49,79,12.66,60.56,640x480,Unknown
35319,16827,61,16.39,76,13.16,60.56,640x480,Unknown
35380,16240,60,16.67,73,13.70,60.56,640x480,Unknown
35529,16674,149,6.71,77,12.99,61.11,640x480,Unknown
35592,15924,63,15.87,76,13.16,61.11,640x480,Unknown
35668,16752,76,13.16,77,12.99,61.11,640x480,Unknown
35734,16219,66,15.15,77,12.99,60.56,640x480,Unknown
35792,16222,57,17.54,77,12.99,60.56,640x480,Unknown
35874,16654,82,12.20,77,12.99,61.11,640x480,Unknown
35939,16323,64,15.62,74,13.51,61.11,640x480,Unknown
36007,16650,68,14.71,74,13.51,61.11,640x480,Unknown
36068,16314,60,16.67,74,13.51,61.11,640x480,Unknown
36135,16549,67,14.93,73,13.70,61.11,640x480,Unknown
36208,16263,72,13.89,73,13.70,61.11,640x480,Unknown
36294,16184,86,11.63,75,13.33,61.11,640x480,Unknown
36356,16307,61,16.39,74,13.51,61.11,640x480,Unknown
36428,16813,71,14.08,75,13.33,61.11,640x480,Unknown
36489,16286,60,16.67,74,13.51,61.11,640x480,Unknown
36560,16645,71,14.08,70,14.29,61.11,640x480,Unknown
36633,16612,72,13.89,71,14.08,61.11,640x480,Unknown
36693,16170,59,16.95,71,14.08,61.11,640x480,Unknown
36759,16748,65,15.38,71,14.08,60.56,640x480,Unknown
36815,16417,56,17.86,71,14.08,61.11,640x480,Unknown
36904,17291,89,11.24,68,14.71,61.11,640x480,Unknown
36980,16576,75,13.33,68,14.71,61.11,640x480,Unknown
37043,16504,63,15.87,68,14.71,61.11,640x480,Unknown
37101,16530,58,17.24,67,14.93,61.11,640x480,Unknown
37175,16339,74,13.51,68,14.71,61.11,640x480,Unknown
37269,17448,94,10.64,69,14.49,61.11,640x480,Unknown
37327,16169,58,17.24,68,14.71,61.11,640x480,Unknown
37392,16273,64,15.62,68,14.71,61.67,640x480,Unknown
37474,17239,82,12.20,69,14.49,61.11,640x480,Unknown
37544,16318,69,14.49,69,14.49,61.11,640x480,Unknown
37651,16419,107,9.35,71,14.08,61.11,640x480,Unknown
37710,16572,59,16.95,70,14.29,60.56,640x480,Unknown
37772,16766,61,16.39,70,14.29,61.11,640x480,Unknown
37819,16387,47,21.28,69,14.49,61.11,640x480,Unknown
37899,16289,79,12.66,70,14.29,61.11,640x480,Unknown
37987,16756,87,11.49,70,14.29,61.11,640x480,Unknown
38044,16387,57,17.54,70,14.29,61.11,640x480,Unknown
38108,16236,63,15.87,70,14.29,61.11,640x480,Unknown
38211,16671,103,9.71,72,13.89,61.11,640x480,Unknown
38311,16227,99,10.10,74,13.51,61.11,640x480,Unknown
38363,16203,52,19.23,72,13.89,61.11,640x480,Unknown
38423,14240,59,16.95,71,14.08,61.11,640x480,Unknown
38499,15712,76,13.16,72,13.89,61.11,640x480,Unknown
38579,13937,80,12.50,73,13.70,61.67,640x480,Unknown
38624,11688,45,22.22,72,13.89,61.67,640x480,Unknown
38679,11163,54,18.52,70,14.29,61.11,640x480,Unknown
38735,11930,55,18.18,69,14.49,61.11,640x480,Unknown
38779,12792,44,22.73,68,14.71,61.11,640x480,Unknown
38853,13419,73,13.70,68,14.71,61.67,640x480,Unknown
38930,12806,77,12.99,68,14.71,61.11,640x480,Unknown
38982,11658,51,19.61,66,15.15,61.67,640x480,Unknown
39043,15079,61,16.39,66,15.15,61.67,640x480,Unknown
39098,13641,55,18.18,65,15.38,61.11,640x480,Unknown
39171,12776,73,13.70,67,14.93,61.11,640x480,Unknown
39217,13285,45,22.22,65,15.38,61.67,640x480,Unknown
39288,12192,71,14.08,64,15.62,61.67,640x480,Unknown
39355,13497,66,15.15,65,15.38,61.67,640x480,Unknown
39403,12728,48,20.83,64,15.62,61.11,640x480,Unknown
