Runtime,Bytes Transmitted,Instant Frame Time (ms),Instant FPS,Avg Frame Time (ms),Avg FPS,Temperature (C),Framesize,Voltage
37582,2931,8,125.00,8,125.00,58.33,240x176,Unknown
37595,4017,13,76.92,10,100.00,58.89,240x176,Unknown
37608,4599,13,76.92,11,90.91,58.89,240x176,Unknown
37625,3741,17,58.82,12,83.33,58.89,240x176,Unknown
37645,3920,19,52.63,14,71.43,59.44,240x176,Unknown
37666,4599,20,50.00,15,66.67,58.89,240x176,Unknown
37685,3898,19,52.63,15,66.67,58.89,240x176,Unknown
37711,3898,25,40.00,16,62.50,59.44,240x176,Unknown
37726,4599,14,71.43,16,62.50,58.89,240x176,Unknown
37745,3548,19,52.63,16,62.50,58.89,240x176,Unknown
37777,3548,32,31.25,18,55.56,59.44,240x176,Unknown
37790,4599,13,76.92,17,58.82,59.44,240x176,Unknown
37805,3660,14,71.43,17,58.82,59.44,240x176,Unknown
37843,3660,38,26.32,18,55.56,59.44,240x176,Unknown
37856,4599,13,76.92,18,55.56,58.89,240x176,Unknown
37869,3810,12,83.33,18,55.56,59.44,240x176,Unknown
37886,4599,16,62.50,17,58.82,59.44,240x176,Unknown
37911,3830,24,41.67,18,55.56,59.44,240x176,Unknown
37925,4599,14,71.43,18,55.56,58.89,240x176,Unknown
37950,3823,24,41.67,18,55.56,59.44,240x176,Unknown
37965,3823,15,66.67,18,55.56,58.89,240x176,Unknown
37985,4599,20,50.00,19,52.63,59.44,240x176,Unknown
38010,3848,24,41.67,19,52.63,61.11,240x176,Unknown
38025,4599,15,66.67,19,52.63,59.44,240x176,Unknown
38065,2938,39,25.64,20,50.00,59.44,240x176,Unknown
38085,4599,19,52.63,20,50.00,60.56,240x176,Unknown
38105,3171,20,50.00,20,50.00,59.44,240x176,Unknown
38135,2942,29,34.48,20,50.00,59.44,240x176,Unknown
38148,4630,13,76.92,20,50.00,59.44,240x176,Unknown
38165,3618,16,62.50,20,50.00,59.44,240x176,Unknown
38190,3618,25,40.00,20,50.00,59.44,240x176,Unknown
38205,4662,15,66.67,20,50.00,59.44,240x176,Unknown
38235,3820,29,34.48,21,47.62,60.00,240x176,Unknown
38248,3906,12,83.33,19,52.63,60.00,240x176,Unknown
38265,4006,17,58.82,19,52.63,59.44,240x176,Unknown
38285,4662,20,50.00,20,50.00,59.44,240x176,Unknown
38313,3889,27,37.04,20,50.00,61.11,240x176,Unknown
38326,4662,13,76.92,20,50.00,60.00,240x176,Unknown
38345,3649,18,55.56,20,50.00,59.44,240x176,Unknown
38373,3649,28,35.71,20,50.00,60.00,240x176,Unknown
38386,4662,12,83.33,20,50.00,60.56,240x176,Unknown
38414,3805,27,37.04,20,50.00,60.00,240x176,Unknown
38427,4005,12,83.33,20,50.00,59.44,240x176,Unknown
38445,4662,18,55.56,20,50.00,60.00,240x176,Unknown
38473,3941,28,35.71,19,52.63,60.00,240x176,Unknown
38487,4662,13,76.92,19,52.63,59.44,240x176,Unknown
38505,3650,17,58.82,19,52.63,60.00,240x176,Unknown
38538,3650,33,30.30,19,52.63,59.44,240x176,Unknown
38551,3886,12,83.33,19,52.63,60.00,240x176,Unknown
38565,3886,14,71.43,19,52.63,60.00,240x176,Unknown
38585,4662,20,50.00,19,52.63,60.00,240x176,Unknown
38610,4093,24,41.67,19,52.63,60.00,240x176,Unknown
38625,4662,15,66.67,19,52.63,59.44,240x176,Unknown
38649,3996,24,41.67,19,52.63,60.00,240x176,Unknown
38665,4662,15,66.67,19,52.63,60.00,240x176,Unknown
38699,3779,34,29.41,20,50.00,60.00,240x176,Unknown
38712,3779,13,76.92,19,52.63,60.00,240x176,Unknown
38748,3779,36,27.78,20,50.00,60.00,240x176,Unknown
38768,3779,19,52.63,20,50.00,61.67,240x176,Unknown
38785,4662,16,62.50,20,50.00,59.44,240x176,Unknown
38820,3199,34,29.41,21,47.62,59.44,240x176,Unknown
38839,3479,18,55.56,20,50.00,60.00,240x176,Unknown
38851,3578,12,83.33,20,50.00,60.00,240x176,Unknown
38865,4662,13,76.92,20,50.00,60.00,240x176,Unknown
38891,3986,25,40.00,20,50.00,61.67,240x176,Unknown
38905,4662,14,71.43,20,50.00,60.00,240x176,Unknown
38925,3925,19,52.63,20,50.00,59.44,240x176,Unknown
38945,4067,20,50.00,19,52.63,59.44,240x176,Unknown
38965,4662,20,50.00,20,50.00,60.00,240x176,Unknown
38994,3859,28,35.71,20,50.00,60.00,240x176,Unknown
39007,4662,13,76.92,20,50.00,60.56,240x176,Unknown
39030,4662,23,43.48,20,50.00,60.00,240x176,Unknown
39045,4662,14,71.43,20,50.00,60.00,240x176,Unknown
39065,3898,20,50.00,20,50.00,60.56,240x176,Unknown
39091,3898,26,38.46,20,50.00,59.44,240x176,Unknown
39104,3898,13,76.92,19,52.63,60.00,240x176,Unknown
39125,3898,20,50.00,20,50.00,59.44,240x176,Unknown
39156,3898,31,32.26,19,52.63,60.00,240x176,Unknown
39169,3898,12,83.33,19,52.63,60.00,240x176,Unknown
39185,4662,15,66.67,19,52.63,60.00,240x176,Unknown
39204,3585,19,52.63,18,55.56,60.00,240x176,Unknown
39232,3585,28,35.71,19,52.63,60.00,240x176,Unknown
39245,4849,13,76.92,19,52.63,60.00,240x176,Unknown
39271,3628,25,40.00,19,52.63,60.00,240x176,Unknown
39285,4849,13,76.92,19,52.63,60.00,240x176,Unknown
39313,3762,28,35.71,20,50.00,60.00,240x176,Unknown
39326,4849,13,76.92,19,52.63,60.00,240x176,Unknown
39349,4085,23,43.48,19,52.63,60.00,240x176,Unknown
39365,4849,15,66.67,19,52.63,60.00,240x176,Unknown
39394,3733,29,34.48,19,52.63,60.00,240x176,Unknown
39428,3733,34,29.41,20,50.00,59.44,240x176,Unknown
39441,3733,12,83.33,20,50.00,60.00,240x176,Unknown
39465,3733,23,43.48,20,50.00,59.44,240x176,Unknown
39507,3733,42,23.81,21,47.62,60.00,240x176,Unknown
39526,3733,19,52.63,21,47.62,60.00,240x176,Unknown
39545,3733,18,55.56,21,47.62,60.00,240x176,Unknown
39565,4849,20,50.00,21,47.62,60.00,240x176,Unknown
39589,3938,24,41.67,21,47.62,60.56,240x176,Unknown
39605,4849,15,66.67,21,47.62,60.00,240x176,Unknown
