Runtime,Bytes Transmitted,Instant Frame Time (ms),Instant FPS,Avg Frame Time (ms),Avg FPS,Temperature (C),Framesize,Voltage
35071,1970,29978,0.03,1520,0.66,58.89,128x128,Unknown
35086,2084,15,66.67,1520,0.66,58.89,128x128,Unknown
35106,1959,19,52.63,1520,0.66,58.89,128x128,Unknown
35126,1959,19,52.63,1520,0.66,58.89,128x128,Unknown
35146,1959,19,52.63,1520,0.66,58.89,128x128,Unknown
35166,1959,19,52.63,1520,0.66,58.89,128x128,Unknown
35186,1959,19,52.63,1520,0.66,58.89,128x128,Unknown
35206,1959,20,50.00,1520,0.66,58.89,128x128,Unknown
35226,1951,20,50.00,1520,0.66,58.89,128x128,Unknown
35246,1951,19,52.63,1520,0.66,58.89,128x128,Unknown
35266,1988,20,50.00,1520,0.66,58.89,128x128,Unknown
35285,1988,19,52.63,1520,0.66,58.89,128x128,Unknown
35306,1988,20,50.00,1520,0.66,58.89,128x128,Unknown
35325,1988,19,52.63,1520,0.66,58.89,128x128,Unknown
35347,2116,21,47.62,1518,0.66,58.89,128x128,Unknown
35366,1946,19,52.63,1518,0.66,58.89,128x128,Unknown
35385,1946,19,52.63,1518,0.66,58.89,128x128,Unknown
35406,1946,20,50.00,1517,0.66,58.89,128x128,Unknown
35426,1946,19,52.63,1517,0.66,58.89,128x128,Unknown
35446,1942,20,50.00,1517,0.66,58.89,128x128,Unknown
35465,1942,19,52.63,19,52.63,59.44,128x128,Unknown
35486,2030,20,50.00,19,52.63,58.89,128x128,Unknown
35506,2030,20,50.00,19,52.63,59.44,128x128,Unknown
35526,2030,19,52.63,19,52.63,58.89,128x128,Unknown
35546,2030,19,52.63,19,52.63,58.89,128x128,Unknown
35565,2030,19,52.63,19,52.63,58.89,128x128,Unknown
35586,2030,20,50.00,19,52.63,59.44,128x128,Unknown
35606,2030,19,52.63,19,52.63,58.89,128x128,Unknown
35626,2030,19,52.63,19,52.63,59.44,128x128,Unknown
35646,2030,20,50.00,19,52.63,58.89,128x128,Unknown
35666,2030,19,52.63,19,52.63,58.89,128x128,Unknown
35685,2030,19,52.63,19,52.63,58.89,128x128,Unknown
35706,2030,20,50.00,19,52.63,58.89,128x128,Unknown
35726,2030,20,50.00,19,52.63,58.89,128x128,Unknown
35745,2030,19,52.63,19,52.63,58.89,128x128,Unknown
35765,2030,19,52.63,19,52.63,58.89,128x128,Unknown
35786,2030,20,50.00,19,52.63,58.89,128x128,Unknown
35806,2030,20,50.00,19,52.63,59.44,128x128,Unknown
35826,2030,20,50.00,19,52.63,59.44,128x128,Unknown
